,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
20,0.280721188,0.175527841,0,0,0.025926139,0.03177806,0,0,0,0,0,0,0,0.018318621,0.009295726,0,0.018318765,0,0,0.025926439,0.018318621,0,0,0,0.018318621,0,0,0,0,0.18366693,0.207473382,0.104473643,0.157018289,0.146179646,0.166151419,0.141983375,0.137704283,0.173766494,0.166151419,0.13480106,0.150300249,0.163571239,0.212113142,0.202798977,0.106232539,0.137704179,0.137704119,0.147561193,0.151658237,0.175018877,0.153008863,0.124274328,0.159657985,0.133333236,0.119560651
21,0,0.151658341,0.209797382,0.112994589,0.167433396,0.850010872,0.20514071,0.188524783,0.166151419,0.177510276,0.167433292,0.162272722,0.154354826,0.17796649,0.229372546,0.207473546,0.120863549,0.1687098,0.167433098,0.157313854,0.149143085,0.194152609,0.190933406,0.157018185,0.15571399,0.176266804,0.190428689,0,0,0.214421421,0.17751047,0.124274261,0.124274328,0.148934633,0.116339572,0.137704119,0.176266804,0.21326822,0.207473546,0.100881793,0.102690384,0.078772709,0.097181901,0.064009629,0.091400713,0.097181976,0.119560786,0.069248587,0.114703357,0.091400586,0.119560719,0.058339786,0.12271785,0.07877247,0.109682642
22,0.095287882,0.207473382,0.175019071,0.157018289,0.140369579,0.13780421,0.867930651,0.20486246,0.167677566,0.196900815,0.200447306,0.822058618,0.153260455,0.131854117,0.17751047,0.144789547,0.192132801,0.122717917,0.124274202,0.093361229,0.143390924,0.089403652,0.131854236,0.107968584,0.146179587,0.106169418,0.148934692,0,0,0.190933496,0.201624557,0.190933406,0.124274261,0.104473531,0.139140263,0.168709993,0.139140204,0.157313854,0.158651739,0.136345208,0.184285536,0.158341333,0.164864063,0.195713177,0.220160797,0.21557264,0.178749815,0.160968319,0.162272811,0.166151226,0.162272722,0.124274202,0.146179482,0.146179587,0.18121624
23,0.078772798,0.124274388,0.162272811,0.775620401,0.114703424,0.119560786,0.128860444,0.843635738,0.097181976,0.116339706,0.106232539,0.111375719,0.117958494,0.128860503,0.217870086,0.199267849,0.071736522,0.116339639,0.121146999,0.085290156,0.085290156,0.078772709,0.104473643,0.130363405,0.116339639,0.116339572,0.097182177,0,0,0.036722839,0.172509611,0.196900815,0,0,0.061235797,0.806552887,0.058339752,0.055302091,0.069248699,0.04869467,0.093361266,0.064009629,0.100881755,0.018318903,0.052098025,0.048694707,0.080996342,0.018318765,0.0717365,0.061235767,0.095287725,0.02592664,0.078772709,0.045046881,0.083167568
24,0,0.199267671,0.159657985,0.078772753,0.064009689,0.099046141,0.809386253,0.141983375,0.119560719,0.175018966,0.21095638,0.809547067,0.076491758,0.832319915,0.058339786,0.074148521,0.06667643,0.055302057,0.099046104,0.036723051,0.041089769,0.025926536,0.09140075,0.085290067,0.091400713,0.041089725,0.111375786,0,0.121147126,0,0.186102986,0.171247929,0,0.058339786,0.080996342,0.095287725,0.018318621,0.095287643,0.069248617,0.085290156,0.116339706,0.069248587,0.104473643,0.074148342,0.089403823,0.089403652,0.11304906,0.06400951,0.076491855,0.076491758,0.117958494,0.097181976,0.1096825,0.083167478,0.116339706
25,0,0.125816479,0.122717977,0.076491758,0.136257857,0.122717977,0.137704119,0.774882913,0.13339594,0.157018185,0.100881793,0.041089926,0,0.055302158,0.087367855,0.074148446,0.106232502,0.127345055,0.698303401,0.151658177,0.111375786,0.122718044,0.134801,0.143390924,0.169981495,0.186102793,0.152989194,0,0,0.19332929,0.168709904,0.064009599,0.122718044,0.080996342,0.091400713,0.097181976,0.102690421,0.133333296,0.097182058,0.095287643,0.130363345,0.121146999,0.187315643,0.169981495,0.064009741,0.083167523,0.124274202,0.074148521,0.1096825,0.113048993,0.100881755,0.078772709,0.071736522,0.099046104,0.109682567
26,0.111375719,0.228131682,0.169981301,0.122718044,0.069248751,0.089403689,0.116339572,0.128888696,0.136257857,0.097182021,0,0.867054939,0,0.239417076,0,0,0.055302057,0.085290112,0.131854117,0.080996297,0.131854117,0.107968368,0.122718044,0.113048993,0.128860623,0.116339639,0.136257976,0,0,0.217870086,0.179985121,0.087367855,0.095287725,0.127344877,0.085289977,0.102690421,0.136257857,0.186102986,0.202798888,0.036722977,0.097181976,0.018318765,0.069248669,0.018318335,0.083167434,0.052097883,0.091400713,0.069248587,0.117958494,0.061235916,0.1096825,0.025926536,0.10088183,0.041089792,0.097182132
27,0.104473457,0.188524961,0.198085681,0.71042794,0.122717977,0.127345055,0.11304906,0.144789502,0.109682567,0.859360218,0.10088183,0.06667652,0.095287763,0.116339639,0.173766688,0.169141352,0.10088183,0.124274202,0.889896035,0.095287725,0.083167478,0.099046215,0.12581636,0.122717917,0.141983271,0.128860503,0.131854117,0,0,0.186102793,0.217870161,0.192132801,0.127344996,0.112994716,0.179305449,0.172987327,0.175018966,0.179233342,0.195713177,0.146360084,0.187315553,0.179984838,0.16615133,0.202798977,0.203970969,0.203970969,0.159657985,0.172509417,0.158341125,0.167849511,0.157313854,0.137704119,0.157018185,0.167433187,0.19332929
28,0,0.238293022,0.190933406,0.169981301,0.143390924,0.124274261,0.128860503,0.166151419,0.148934633,0.20044747,0.200447306,0.772651196,0.087367766,0.838129401,0.128860623,0.100881755,0.107968368,0.1096825,0.117958561,0.064009741,0.078772709,0.08736781,0.119560719,0.113048993,0.130363345,0.091400713,0.136257976,0.109754622,0,0.041089725,0.203674167,0.183667019,0,0.080996253,0.066676378,0.802867234,0.071736448,0.093361147,0.080996253,0.107968368,0.095287725,0.095287643,0.113049127,0.080996387,0.089403689,0.097182058,0.124274135,0.106232427,0.093361348,0.074148372,0.122717977,0.083167478,0.117958426,0.095287725,0.12581642
29,0,0.199267849,0.221303627,0.133333236,0.158341229,0.121146999,0.151658177,0.107968442,0.832758188,0.195713088,0.206308246,0.148934633,0.189730674,0.210956126,0.209797382,0.172509611,0.128860503,0.706194758,0.153260455,0.128860503,0.143390924,0.158651739,0.196491331,0.151382759,0.189232722,0.170129269,0.211039141,0.049825937,0.178749815,0,0.209797382,0.202798888,0,0.127345055,0.0717365,0.114991255,0.107968368,0.075167991,0.097182021,0.112741321,0.116339773,0.125823587,0.130363405,0.134800881,0.13480106,0.104261965,0.158341229,0.797939539,0.097182021,0.121146999,0.133333236,0.114703357,0.143390924,0.141983435,0.131854236
30,0.12734513,0.21095638,0.221303701,0.184285536,0.191647485,0.163740039,0.162272811,0.175018877,0.202798977,0.22926493,0.232658014,0.727668524,0.127344996,0.133333117,0.143390924,0.104473606,0.128860503,0.114653841,0.137704119,0.08736781,0.122718044,0.112994649,0.140566602,0.124274202,0.153008863,0.147561088,0.153008863,0.073072046,0,0.226996884,0.232658252,0.100881793,0.168709904,0.130363405,0.175018877,0.16615133,0.176266804,0.203970969,0.173766688,0.160968319,0.175018877,0.189730763,0.238293022,0.233787075,0.117958494,0.130363405,0.149143189,0.162272722,0.146179587,0.155688554,0.182443529,0.147561088,0.172509417,0.189730763,0.196900815
31,0.087430298,0.184886813,0.194522783,0.850012124,0.148934692,0.141983271,0.111375719,0.048694707,0.768046975,0.17751047,0.159657985,0.146179587,0.155688554,0.102690496,0.19332929,0.17679134,0.107968368,0.816238701,0.099046104,0.097182021,0.122717917,0.146179482,0.151658341,0.157018185,0.183667019,0.178749815,0.155688658,0,0.018318335,0.196900815,0.183667019,0.143390924,0.130363405,0.147561029,0.133333296,0.141983211,0.169141546,0.189730674,0.215572804,0.12271785,0.128860503,0.095287606,0.131854236,0.085290022,0.143390924,0.113049127,0.104473531,0.085290201,0.127344996,0.093361147,0.128860503,0.083167478,0.107968509,0.100881793,0.137704283
32,0,0.230397299,0.190933496,0.151658237,0.157018185,0.151658073,0.144789666,0.151895404,0.144956157,0.196900815,0.219016239,0.844245553,0.089403689,0.095287845,0.12581642,0.095287561,0.119560719,0.097182058,0.104473531,0.099046215,0.128860503,0.089403689,0.11304906,0.116339572,0.133333236,0.106232502,0.133333355,0,0,0.223585293,0.219016239,0.201624289,0.146179587,0.140369579,0.18304643,0.200094432,0.186753348,0.808824837,0.210956126,0.149188653,0.217870086,0.166726291,0.172858074,0.250619918,0.230397299,0.253969878,0.17679134,0.18366684,0.173766389,0.186753437,0.172509715,0.16262807,0.186102986,0.207473293,0.762148619
33,0,0.181216151,0.217869923,0.095287643,0.166151226,0.739507973,0.165057719,0.143229246,0.183667019,0.158651635,0.148934528,0.127345055,0.148934633,0.166151419,0.206308246,0.178749621,0.128860623,0.106758468,0.134930864,0.13306208,0.134801,0.162628353,0.18244344,0.172509417,0.159983292,0.18675372,0.162128568,0,0,0.23039715,0.198085681,0.205140799,0.16130881,0.089403823,0.058339722,0.080996297,0.078772612,0.080996342,0.058339689,0.106232427,0.160968319,0.11470329,0.09140075,0.074148424,0.100881755,0.870182335,0.114703491,0.076491803,0.083167478,0.058339816,0.080996387,0.835813284,0.106232613,0.052098025,0.111375652
34,0.099046141,0.21326822,0.147457078,0.117958494,0.131854236,0.167433292,0.738458872,0.153260544,0.189730763,0.171247929,0.184886813,0.832657635,0.122717977,0.089437999,0.150300249,0.091400713,0.117958494,0.078772612,0.121146999,0.083167523,0.150300249,0.076491661,0.127344936,0.109682567,0.150300249,0.098999791,0.141983435,0,0.159657985,0.19332929,0.230397224,0.20514071,0.180495992,0.10790544,0.083167478,0.114703424,0.097181976,0.091411538,0.083167478,0.867492318,0.164864063,0.131854236,0.095287725,0.111375786,0.089403689,0.111375719,0.148934633,0.099046141,0.071736604,0.06667643,0.130363524,0.093361266,0.097181901,0.114703424,0.140566662
35,0.066676266,0.182443529,0.179985031,0.074148521,0.107968509,0.832401931,0.078772709,0.085290112,0.076491803,0.106232539,0.107968509,0.1096825,0.111375652,0.13480106,0.196900815,0.147755682,0.104473606,0.121146999,0.095287725,0.121146999,0.113049127,0.119560786,0.125816479,0.130402714,0.153008863,0.158341229,0.163571239,0.031777903,0,0.214421421,0.188524783,0.104473606,0.150300249,0.102690384,0.130363524,0.133333296,0.857130229,0.162272722,0.148934528,0.151658237,0.159657985,0.153008863,0.190933406,0.21672225,0.839040875,0.117958494,0.855529189,0.106232502,0.102690421,0.109682567,0.091400713,0.078772753,0.119560786,0.130363405,0.171247631
36,0,0.207473382,0.164864168,0.078772657,0.091400713,0.166552186,0.832401931,0.131854117,0.169981301,0.21095638,0.196900904,0.684560657,0.093361266,0.078772612,0.124274261,0.083167478,0.117958494,0.06400951,0.104473606,0.036722839,0.08736781,0,0.085290112,0.104473606,0.131854236,0.078772657,0.136257857,0,0,0.217870086,0.163571447,0.122718044,0.11304906,0.116339639,0.102690421,0.089403778,0.155688554,0.224723741,0.250619769,0.095287643,0.109682567,0.099046066,0.093361229,0.041089792,0.116339706,0.06667652,0.122718044,0.02592664,0.093361266,0.041089792,0.052098006,0.036722913,0.114703491,0.078772709,0.128860623
37,0,0,0,0,0.018318335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018318903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
